626.936	637.294	644.799	649.644	657.664	665.989	Depot-019	922401	Azaah	2776818	Sami Nieminen	2783181	Charls Ruebenbauer	762	item,angels-ore5-crystal	32103	161
629.767	645.062	651.362	659.372	666.152	685.866	Depot-026	112650902	ReneMuetti	70227921	Anders Skov	1239648	Rhodan	1601	item,intergrated-electronics	64000	320
630.194	643.492	647.684	668.017	672.412	678.552	Depot-032	112664547	Cephira	67206180	Casey C. Knowlton-Key	43473692	The AlCaTrAzz	1649	item,glass	32000	320
631.948	640.295	646.613	654.476	658.94	672.5	Depot-027	112651317	Jason Elliott	82668719	Kevin "Shaymes" Bauermeister	63779205	An	1609	item,high-tech-science-pack	64000	320
635.789	641.284	646.784	657.168	661.369	669.568	Depot-016	778650	nobukatsu	80012404	Matthew Colwell	97098501	Alviere	1377	fluid,gas-methanol	200000	201104
639.058	649.971	656.228	678.701	686.106	695.936	Depot-008	263908	0xE1	7613077	Wermatswil	931715	Callie Arnadottir	1232	item,processing-unit	64000	320
643.267	651.289	657.533	671.348	675.749	687.045	Depot-001	261632	Callum McCann	20732136	Wermatswil	931715	NightFire Navy[NINA]	888	item,electronic-circuit	64000	320
646.471	652.804	658.154	667.018	671.318	677.735	Depot-015	778640	Maru Frozen	872072	Dreamreaver23	82274515	Craig Samson	1389	fluid,lubricant	200000	203931
647.513	660.913	666.2	677.156	680.963	697.311	Depot-010	778034	Phillip Rohde	78094683	luiscity	4332396	Sukasa	1449	fluid,liquid-nitric-acid	200000	201087
648.639	658.1	664.118	679.834	689.59	703.721	Depot-031	112659321	Daniel Espelid Pedersen	77811816	SrMike	6818588	red dutton	1641	item,solid-sodium-hydroxide	64000	320
649.718	669.434	675.426	692.65	699.398	709.665	Depot-020	921879	Huwster1111	78160681	Tom Irenicus	808272	lillefyr79	780	item,bronze-alloy	64000	320
651.587	660.561	666.545	678.195	687.963	700.804	Depot-005	262904	Callum McCann	20732136	Teodor Norén	43461985	Black Mamba 666	960	item,electronic-circuit	64000	320
656.022	663.906	669.957	679.466	689.224	700.073	Depot-030	112658934	Aaron Dyke	36679883	MasterTaz	650914	Lippy	1633	item,solid-limestone	64000	320
659.104	666.951	672.904	686.865	691.303	702.432	Depot-025	112648381	Jason Elliott	82668719	Kevin "Shaymes" Bauermeister	63779205	ZornGottes	1593	item,high-tech-science-pack	64000	320
660.137	671.835	677.064	693.499	697.236	704.922	Depot-009	777950	Kristian Leuthold	37665424	Tuomas Paavola	32477359	Chris Fischer	1461	fluid,liquid-mineral-oil	200000	202252
660.127	669.401	675.38	689.131	695.92	702.098	Depot-017	922314	GauntletWizard	33819872	Mikhail Balyuk	97436501	doberlec	834	item,iron-ore	64000	320
661.172	668.205	673.45	680.602	687.76	698.851	Depot-012	778093	Sebastian Nilsson	682145	Travis Christian	686164	Nemmie Smulan	1425	fluid,liquid-multi-phase-oil	200000	209691
663.206	671.659	677.586	693.349	700.108	709.17	Depot-003	262613	0xE1	7613077	Linuxjoe™	43481796	unflyable	924	item,processing-unit	64000	320
665.237	674.583	680.539	691.319	698.088	706.668	Depot-002	262321	Alexander Hrastic	69879321	Anders Skov	1239648	Ben Cross	906	item,electronic-components	64000	320
670.332	688.132	694.231	710.335	717.353	730.369	Depot-006	263904	The Grunge	80226436	Tibsfox	7276095	Rob W Jacob	978	item,processing-electronics	64000	320
670.335	685.94	689.985	702.979	707.354	716.48	Depot-007	263278	Cephira	67206180	Casey C. Knowlton-Key	43473692	Liam Herrick	996	item,glass	32000	320
675.434	688.099	694.184	701.95	708.686	718.652	Depot-004	262804	Quis	47368381	Anders Skov	1239648	Thomas "Zaydon" Lust	942	item,superior-circuit-board	64000	320
678.455	695.145	701.221	712.699	719.641	731.851	Depot-027	112651317	Kevin Hoeppner	30302725	Anders Skov	1239648	An	1609	item,basic-electronic-components	64000	320
680.505	701.589	707.52	719.538	726.388	734.035	Depot-029	112652291	Contesul	20290466	Casey C. Knowlton-Key	43473692	Maudlin K. Beykhan	1625	item,advanced-circuit	64000	320
680.491	699.2	705.147	724.043	730.931	737.104	Depot-028	112651869	Connor "EightTimesNine" Richards	6629296	DrMoebyus	75436621	Seedykoi	1617	item,tungsten-carbide	64000	320
684.496	695.446	699.554	712.292	715.736	731.537	Depot-018	922631	Eoin Joy	78010904	Anakinlawrence	4295839	Tilo Becker aka EviloKnievel	870	item,silver-ore	32128	161
686.535	692.666	697.917	709.969	714.552	724.986	Depot-016	778650	LeprechaunDown	57284340	Louvet	33502955	Alviere	1377	fluid,liquid-naphtha	200000	200945
687.596	698.767	702.675	708.116	712.613	723.49	Depot-032	112664547	Mezilsa	80186073	IdioticUlt1mara	1854759	The AlCaTrAzz	1649	item,speed-processor	32000	320
